Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
SAGE GROUP PLC,GB00B8C3BL03,SB8C3BL02,0.1%,Information Technology,United Kingdom,AAA
SAINSBURY(J) PLC,GB00B019KW72,SB019KW71,0.0%,Consumer Staples,United Kingdom,AAA
SAVILLS PLC,GB00B135BJ46,SB135BJ42,0.0%,Real Estate,United Kingdom,AA
SCHRODER REAL ESTATE INVESTMENT TR,GB00B01HM147,SB01HM149,0.0%,Real Estate,United Kingdom,A
SCHRODERS PLC,GB0002405495,S02405496,0.1%,Financials,United Kingdom,AAA
SCOTTISH MORTGAGE INVESTMENT TRUST,GB00BLDYK618,SBLDYK616,0.0%,Financials,,
SEGRO REIT PLC,GB00B5ZN1N88,SB5ZN1N85,0.1%,Real Estate,United Kingdom,AAA
SENIOR PLC,GB0007958233,S07958234,0.0%,Industrials,United Kingdom,A
SERCO GROUP PLC,GB0007973794,S07973795,0.0%,Industrials,United Kingdom,BBB
SEVERFIELD PLC,GB00B27YGJ97,SB27YGJ98,0.0%,Industrials,United Kingdom,AAA
SEVERN TRENT PLC,GB00B1FH8J72,SB1FH8J72,0.1%,Utilities,United Kingdom,AA
SHAFTESBURY REIT PLC,GB0007990962,S07990963,0.0%,Real Estate,United Kingdom,A
SIGMAROC PLC,GB00BYX5K988,SBYX5K982,0.0%,Materials,United Kingdom,
SMITH (DS) PLC,GB0008220112,S08220113,0.0%,Materials,United Kingdom,AA
SMITH AND NEPHEW PLC,GB0009223206,S09223207,0.1%,Health Care,United Kingdom,BBB
SMITHS GROUP PLC,GB00B1WY2338,SB1WY2335,0.1%,Industrials,United Kingdom,AA
SOFTCAT PLC,GB00BYZDVK82,SBYZDVK81,0.0%,Information Technology,United Kingdom,A
SPECTRIS PLC,GB0003308607,S03308608,0.0%,Information Technology,United Kingdom,AA
SPEEDY HIRE PLC,GB0000163088,S00163089,0.0%,Industrials,United Kingdom,AAA
SPIRAX-SARCO ENGINEERING PLC,GB00BWFGQN14,SBWFGQN17,0.1%,Industrials,United Kingdom,AA
SPIRE HEALTHCARE GROUP PLCINARY,GB00BNLPYF73,SBNLPYF73,0.0%,Health Care,United Kingdom,AA
SPIRENT COMMUNICATIONS,GB0004726096,S04726097,0.0%,Information Technology,United Kingdom,AA
SSE PLC,GB0007908733,S07908734,0.2%,Utilities,United Kingdom,AAA
SSP GROUP PLC,GB00BGBN7C04,SBGBN7C02,0.0%,Consumer Discretionary,United Kingdom,BB
ST.JAMES PLACE PLC,GB0007669376,S07669377,0.2%,Financials,United Kingdom,AAA
STANDARD CHARTERED PLC,GB0004082847,S04082848,0.1%,Financials,United Kingdom,AA
STHREE PLC,GB00B0KM9T71,SB0KM9T73,0.0%,Industrials,United Kingdom,AA
STUDIO RETAIL GROUP PLC,GB00B8B4R053,SB8B4R050,0.0%,Consumer Discretionary,United Kingdom,
STV GROUP PLC,GB00B3CX3644,SB3CX3641,0.0%,Communication Services,United Kingdom,
SURVITEC TOPCO A1 ORDINARY PRVT Prvt,,BPM3UQ2Z4,0.0%,,United Kingdom,
SURVITEC TOPCO PREF PRVT Prvt,,BPM3UM5K3,0.0%,,United Kingdom,
SYNTHOMER PLC,GB0009887422,S09887423,0.1%,Materials,United Kingdom,AA
TATE AND LYLE PLC,GB00BP92CJ43,SBP92CJ44,0.1%,Consumer Staples,United Kingdom,AA
TAYLOR WIMPEY PLC,GB0008782301,S08782302,0.1%,Consumer Discretionary,United Kingdom,AA
TELECOM PLUS PLC,GB0008794710,S08794711,0.0%,Utilities,United Kingdom,A
TESCO PLC,GB00BLGZ9862,SBLGZ9860,0.2%,Consumer Staples,United Kingdom,AA
THE DIVERSE INCOME TRUST PLC,GB00B65TLW28,SB65TLW23,0.0%,,United Kingdom,
THE GYM GROUP PLC,GB00BZBX0P70,SBZBX0P76,0.0%,Consumer Discretionary,United Kingdom,AAA
TOPPS TILES PLC,GB00B18P5K83,SB18P5K81,0.0%,Consumer Discretionary,United Kingdom,
TP ICAP GROUP PLC,JE00BMDZN391,SBMDZN394,0.0%,Financials,United Kingdom,BB
TRAINLINE PLC,GB00BKDTK925,SBKDTK928,0.0%,Consumer Discretionary,United Kingdom,AA
TRAVIS PERKINS PLC,GB00BK9RKT01,Z95APVDQ0,0.1%,Industrials,United Kingdom,AA
TRITAX BIG BOX REIT PLC,GB00BG49KP99,SBG49KP92,0.0%,Real Estate,United Kingdom,BBB
TT ELECTRONICS PLC,GB0008711763,S08711764,0.0%,Information Technology,United Kingdom,AA
TUNSTALL GRP HLDG LTD B1 ORD SHARE Prvt,,BRT9E76M5,0.0%,,United Kingdom,
TUNSTALL GRP HLDG LTD B2 ORD SHARE Prvt,,BRT9E7595,0.0%,,United Kingdom,
TUNSTALL INTGD HEALTHCARE HLDS LTD Prvt,,BPM3S5BF7,0.0%,,United Kingdom,
TYMAN PLC,GB00B29H4253,SB29H4256,0.0%,Industrials,United Kingdom,AA
ULTRA ELECTRONICS HOLDINGS PLC,GB0009123323,S09123324,0.0%,Industrials,United Kingdom,AA
UNILEVER PLC,GB00B10RZP78,SBLRB2628,0.0%,Consumer Staples,United Kingdom,AA
UNILEVER PLC,GB00B10RZP78,SB10RZP77,0.4%,Consumer Staples,United Kingdom,AA
UNITE GROUP PLC,GB0006928617,S06928618,0.0%,Real Estate,United Kingdom,AA
UNITED UTILITIES GROUP PLC,GB00B39J2M42,SB39J2M48,0.1%,Utilities,United Kingdom,AA
VACCITECH ADR PLC,US91864C1071,91864C107,0.0%,Health Care,United Kingdom,
VESUVIUS PLC,GB00B82YXW83,SB82YXW83,0.0%,Industrials,United Kingdom,A
VH GLOBAL SUSTAINABLE ENERGY OPPOR,GB00BNKVP754,SBNKVP750,0.0%,,United Kingdom,
VICTREX PLC,GB0009292243,S09292244,0.0%,Materials,United Kingdom,A
VIDENDUM PLC,GB0009296665,S09296666,0.0%,Consumer Discretionary,United Kingdom,
VIRGIN MONEY UK PLC,GB00BD6GN030,SBD6GN036,0.0%,Financials,United Kingdom,A
VISTRY GROUP PLC,GB0001859296,S01859297,0.0%,Consumer Discretionary,United Kingdom,AA
VODAFONE GROUP PLC,GB00BH4HKS39,SBH4HKS32,0.2%,Communication Services,United Kingdom,AA
VOLUTION GROUP PLCINARY,GB00BN3ZZ526,SBN3ZZ521,0.0%,Industrials,United Kingdom,A
WATCHES OF SWITZERLAND GROUP PLC,GB00BJDQQ870,SBJDQQ870,0.1%,Consumer Discretionary,United Kingdom,
WATKIN JONES PLC,GB00BD6RF223,SBD6RF221,0.0%,Real Estate,United Kingdom,A
WEIR GROUP PLC,GB0009465807,S09465808,0.1%,Industrials,United Kingdom,AA
WETHERSPOON(J.D.) PLC,GB0001638955,S01638956,0.0%,Consumer Discretionary,United Kingdom,A
WH SMITH PLC,GB00B2PDGW16,SB2PDGW13,0.1%,Consumer Discretionary,United Kingdom,AA
WHITBREAD PLC,GB00B1KJJ408,SB1KJJ406,0.1%,Consumer Discretionary,United Kingdom,AA
WHITNASH,GB0000660687,BRSC3Y5X9,0.0%,Consumer Discretionary,United Kingdom,
WICKES GROUP PLC,GB00BL6C2002,SBL6C2003,0.0%,Consumer Discretionary,United Kingdom,AA
WINCANTON PLC,GB0030329360,S30329361,0.0%,Industrials,United Kingdom,AAA
WOOD GROUP (JOHN) PLC,GB00B5N0P849,SB5N0P840,0.0%,Energy,United Kingdom,AA
WORKSPACE GROUP REIT PLC,GB00B67G5X01,SB67G5X01,0.0%,Real Estate,United Kingdom,AA
WPP PLC,JE00B8KF9B49,SB8KF9B49,0.1%,Communication Services,United Kingdom,AA
XPS PENSIONS GROUP PLC,GB00BDDN1T20,SBDDN1T22,0.0%,Financials,United Kingdom,A
ZOTEFOAMS PLC,GB0009896605,S09896606,0.0%,Materials,United Kingdom,AA
