Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
KION GROUP AG,DE000KGX8881,SBB22L960,0.0%,Industrials,Germany,A
KLEPIERRE REIT SA,FR0000121964,S75825562,0.0%,Real Estate,France,AAA
KNORR BREMSE AG,DE000KBX1006,SBD2P9X97,0.0%,Industrials,Germany,A
KOC HOLDING A,TRAKCHOL91Q8,SB03MVJ81,0.0%,Industrials,Turkey,BBB
KOMERCNI BANK,CZ0008019106,S45194495,0.0%,Financials,Czech Republic,BBB
KONE,FI0009013403,SB09M9D26,0.0%,Industrials,Finland,A
KONINKILIJKE DSM NV,NL0000009827,SB0HZL930,0.0%,Materials,Netherlands,AAA
KONINKLIJKE AHOLD DELHAIZE NV,NL0011794037,SBD0Q3982,0.1%,Consumer Staples,Netherlands,AA
KONINKLIJKE KPN NV,NL0000009082,S59560789,0.0%,Communication Services,Netherlands,AAA
KONINKLIJKE PHILIPS NV,NL0000009538,S59866228,0.0%,Health Care,Netherlands,BB
KONINKLIJKE PHILIPS NV RIGHTS,NL0015000VF4,SBNNMYM33,0.0%,Health Care,Netherlands,BB
KONINKLIJKE VOPAK NV,NL0009432491,S58094285,0.0%,Energy,Netherlands,AAA
KOZA ALTIN ISLETMELERI A,TREKOAL00014,SB3LP1891,0.0%,Materials,Turkey,CCC
KOZA ANADOLU METAL MADENCILIK ISLE,TREKOZA00014,SB03MVQ59,0.0%,Materials,Turkey,
KRUK SA,PLKRK0000010,SB4PTLY03,0.0%,Financials,Poland,
KUEHNE UND NAGEL INTERNATIONAL AG,CH0025238863,SB142S608,0.0%,Industrials,Switzerland,AAA
LABORATORIOS FARMACEUTICOS ROVI SA,ES0157261019,SB29F9S00,0.0%,Health Care,Spain,A
LAIR LIQUIDE SOCIETE ANONYME POUR,FR0000120073,SB1YXBJ76,0.0%,Materials,France,A
LAMDA DEVELOPMENT SA,GRS245213004,S42489476,0.0%,Real Estate,Greece,
LANXESS AG,DE0005470405,SB05M8B77,0.0%,Materials,Germany,AA
LEG IMMOBILIEN N,DE000LEG1110,BRSH6EV51,0.0%,Real Estate,Germany,AA
LEGRAND SA,FR0010307819,SB11ZRK95,0.0%,Industrials,France,AA
LEONARDO,IT0003856405,SB0DJNG01,0.0%,Industrials,Italy,BBB
LIFCO CLASS B,SE0015949201,SBL6K7K92,0.0%,Industrials,Sweden,BBB
LOGITECH INTERNATIONAL SA,CH0025751329,SB18ZRK25,0.0%,Information Technology,Switzerland,AA
LONZA GROUP AG,CH0013841017,S73333783,0.0%,Health Care,Switzerland,AAA
LOREAL SA,FR0000120321,S40578080,0.0%,Consumer Staples,France,AAA
LOREAL SA EUR0.2 (PRIME FIDELIT),FR0011149590,SB71JBK19,0.0%,Consumer Staples,France,AAA
LOTUS BAKERIES NV,BE0003604155,S42249920,0.0%,Consumer Staples,Belgium,
LPP SA,PLLPP0000011,S71279798,0.0%,Consumer Discretionary,Poland,BBB
LUNDIN ENERGY,SE0000825820,S71876270,0.0%,Energy,Sweden,AA
LVMH,FR0000121014,S40614125,0.0%,Consumer Discretionary,France,A
MAGFORCE AG,DE000A0HGQF5,SB27YCG82,0.0%,Health Care,Germany,
MAGNIT PJSC SPONSORED RUSSIA RU DR,US55953Q2021,SB2QKYZ03,0.0%,Consumer Staples,Russian Federation,B
MAGYAR TELEKOM,HU0000073507,S45774692,0.0%,Communication Services,Hungary,AA
MAPFRE SA,ES0124244E34,SB1G40S06,0.0%,Financials,Spain,A
MBANK SA,PLBRE0000012,S41430539,0.0%,Financials,Poland,BBB
MEDICLINIC INTERNATIONAL PLC,GB00B8HX8Z88,SB8HX8Z83,0.0%,Health Care,Switzerland,AAA
MEDICOVER CLASS B,SE0009778848,SBYQMFK29,0.0%,Health Care,Sweden,
MEDIOBANCA BANCA DI CREDITO FINANZ,IT0000062957,S45748134,0.0%,Financials,Italy,A
MERCEDES-BENZ GROUP N AG,DE0007100000,S55290274,0.0%,Consumer Discretionary,Germany,A
MERCK,DE0006599905,S47418447,0.0%,Health Care,Germany,AAA
METRO AG,DE000BFB0019,SBD6QT834,0.0%,Consumer Staples,Germany,AA
METSO OUTOTEC CORP,FI0009014575,SB1FN8X95,0.0%,Industrials,Finland,AAA
MIGROS TICARET A,TREMGTI00012,SB50PPK49,0.0%,Consumer Staples,Turkey,A
MISTER SPEX,DE000A3CSAE2,SBLCHX171,0.0%,Consumer Discretionary,Germany,A
MOBILE TELESYSTEMS PUBLIC JOINT AD,US6074091090,607409109,0.0%,Communication Services,Russian Federation,B
MOL HUNGARIAN OIL AND GAS,HU0000153937,SBD5ZXH86,0.0%,Energy,Hungary,AA
MONCLER,IT0004965148,SBGLP2325,0.0%,Consumer Discretionary,Italy,A
MONDI PLC,GB00B1CRLC47,SB1CRLC43,0.1%,Materials,Austria,AAA
MONETA MONEY BNK,CZ0008040318,BRT19HQW2,0.0%,Financials,Czech Republic,AA
MONTANA N AG,CH1110425654,SBMGGZL18,0.0%,Industrials,Germany,BBB
MOS CREDIT BANK,RU000A0JUG31,SBTSTNP71,0.0%,Financials,Russian Federation,
MOSCOW EXCHANGE,RU000A0JR4A1,SB9GFHQ68,0.0%,Financials,Russian Federation,B
MOSCOW EXCHANGE,RU000A0JR4A1,SB8J4DK94,0.0%,Financials,Russian Federation,B
MOTOR OIL (HELLAS) CORINTH REFINER,GRS426003000,S59962340,0.0%,Energy,Greece,A
MOWI,NO0003054108,SB02L4860,0.0%,Consumer Staples,Norway,AA
MTU AERO ENGINES HOLDING AG,DE000A0D9PT0,SB09DHL94,0.0%,Industrials,Germany,AA
MUENCHENER RUECKVERSICHERUNGS-GESE,DE0008430026,S52941218,0.0%,Financials,Germany,AA
MYTILINEOS SA,GRS393503008,S58986647,0.0%,Industrials,Greece,
NATIONAL BANK OF GREECE SA,GRS003003035,SBG087C60,0.0%,Financials,Greece,BBB
NATURGY ENERGY SA,ES0116870314,S56504228,0.0%,Utilities,Spain,AAA
NEMETSCHEK,DE0006452907,S56339625,0.0%,Information Technology,Germany,BBB
NEPI ROCKCASTLE PLC,IM00BDD7WV31,BRTBHMWB9,0.0%,,Romania,
NESTE,FI0009013296,SB06YV461,0.0%,Energy,Finland,AAA
NEW WORLD RESOURCES NV COMMON,GB00B42CTW68,SB42CTW64,0.0%,Materials,Netherlands,
NEXI,IT0005366767,SBJ1F8803,0.0%,Information Technology,Italy,AA
NIBE INDUSTRIER CLASS B,SE0015988019,SBN7BZM37,0.0%,Industrials,Sweden,AA
NK LUKOIL,RU0009024277,SB59SNS85,0.0%,Energy,Russian Federation,B
NK ROSNEFT,RU000A0J2Q06,SB59SS167,0.0%,Energy,Russian Federation,B
NN GROUP NV,NL0010773842,SBNG8PQ96,0.0%,Financials,Netherlands,AA
NN GROUP RIGHTS NV,NL0015000US9,SBNNMC852,0.0%,Financials,Netherlands,AA
NOKIA,FI0009000681,S59029413,0.1%,Information Technology,Finland,AA
NOKIAN RENKAAT,FI0009005318,SB07G3784,0.0%,Consumer Discretionary,Finland,AAA
NORDEA BANK,FI4000297767,SBFM0SV98,0.0%,Financials,Finland,AA
NORDIC SEMICONDUCTOR,NO0003055501,SB00ZG060,0.0%,Information Technology,Norway,A
NORSK HYDRO,NO0005052605,SB11HK399,0.0%,Materials,Norway,AA
NOVARTIS AG,CH0012005267,S71030654,0.2%,Health Care,Switzerland,A
NOVO NORDISK CLASS B,DK0060534915,SBHC8X903,0.0%,Health Care,Denmark,AAA
NOVOLIPETSK STEEL,RU0009046452,SB59FPC73,0.0%,Materials,Russian Federation,B
NOVOZYMES CLASS B,DK0060336014,SB798FW04,0.0%,Materials,Denmark,AAA
NX FILTRATION NV,NL0015000D50,SBMCQH209,0.0%,Industrials,Netherlands,
OLINK HOLDING AB PUBL ADR,US6807101000,680710100,0.0%,Health Care,Sweden,
OMV AG,AT0000743059,S46514592,0.0%,Energy,Austria,AAA
ORANGE POLSKA SA,PLTLKPL00017,S55525513,0.0%,Communication Services,Poland,A
ORANGE SA,FR0000133308,S51761773,0.1%,Communication Services,France,AA
ORION CLASS B,FI0009014377,SB17NY407,0.0%,Health Care,Finland,AA
ORKLA,NO0003733800,SB1VQF428,0.0%,Consumer Staples,Norway,AAA
ORPEA SA,FR0000184798,S73394512,0.0%,Health Care,France,BBB
ORSTED,DK0060094928,SBYT16L41,0.0%,Utilities,Denmark,AAA
OTOKAR OTOMOTIV SAVUNMA SANAYI,TRAOTKAR91H3,SB03MWQ24,0.0%,Industrials,Turkey,
OTP BANK,HU0000061726,S73201543,0.0%,Financials,Hungary,A
OUTOKUMPU,FI0009002422,S46651485,0.0%,Materials,Finland,A
PANDORA,DK0060252690,SB44XTX82,0.0%,Consumer Discretionary,Denmark,AAA
PAO NOVATEK GDR,US6698881090,SB0DK7506,0.0%,Energy,Russian Federation,B
PARTNERS GROUP HOLDING AG,CH0024608827,SB119QG00,0.0%,Financials,Switzerland,A
PERNOD RICARD SA,FR0000120693,S46823290,0.0%,Consumer Staples,France,AA
PETKIM PETROKIMYA HOLDING A,TRAPETKM91E0,SB03MWY09,0.0%,Materials,Turkey,B
PGE POLSKA GRUPA ENERGETYCZNA SA,PLPGER000010,SB544PW90,0.0%,Utilities,Poland,BB
PGS,NO0010199151,SB1L7YL54,0.0%,Energy,Norway,AAA
PIERER MOBILITY AG,AT0000KTMI02,SBDCLCM78,0.0%,Consumer Discretionary,Austria,
PIRAEUS FINANCIAL HOLDINGS SA,GRS014003032,SBNC0DB05,0.0%,Financials,Greece,BBB
PIRELLI & C,IT0005278236,BRTCQKHJ1,0.0%,Consumer Discretionary,Italy,AA
PJSC GAZPROM ADR CDI,US3682872078,S51409894,0.0%,Energy,Russian Federation,B
PJSC LUKOIL SPONSORED ADR REPRESEN,US69343P1057,SBYZDW271,0.0%,Energy,Russian Federation,B
PJSC PHOSAGRO GDR,US71922G3083,BRY1GSTM3,0.0%,Materials,Russian Federation,
PJSC PHOSAGRO GDR,US71922G4073,BRY1GSPH8,0.0%,Materials,Russian Federation,
POLSKI KONCERN NAFTOWY ORLEN SA,PLPKN0000018,S58100660,0.0%,Energy,Poland,BBB
POLSKIE GORNICTWO NAFTOWE I GAZOWN,PLPGNIG00014,SB0L91132,0.0%,Energy,Poland,BBB
POLYMETAL INTERNATIONAL PLC,JE00B6T5S470,SBBMT4K96,0.0%,Materials,Russian Federation,B
POLYUS,RU000A0JNAA8,SB57R0L95,0.0%,Materials,Russian Federation,B
PORSCHE AUTOMOBIL HOLDING PREF,DE000PAH0038,S71010698,0.0%,Consumer Discretionary,Germany,B
POSTE ITALIANE,IT0003796171,SBYYN7013,0.0%,Financials,Italy,A
POWSZECHNA KASA OSZCZEDNOSCI BANK,PLPKO0000016,SB03NGS59,0.0%,Financials,Poland,A
PRADA S.P.A.,IT0003874101,SB4PFFW45,0.0%,Consumer Discretionary,Italy,
PROTHENA PLC,IE00B91XRN20,SB91XRN21,0.0%,Health Care,Ireland,A
PROXIMUS NV,BE0003810273,SB00D9P63,0.0%,Communication Services,Belgium,BBB
PRYSMIAN,IT0004176001,SB1W4V698,0.0%,Industrials,Italy,AA
PSP SWISS PROPERTY AG,CH0018294154,SB0128773,0.0%,Real Estate,Switzerland,AA
PUBLIC JOINT STOCK COMPANY SEVERST,US8181503025,SB1G4YH79,0.0%,Materials,Russian Federation,B
PUBLIC POWER CORPORATION SA,GRS434003000,S72682982,0.0%,Utilities,Greece,BBB
PUBLICIS GROUPE SA,FR0000130577,S43804293,0.0%,Communication Services,France,AA
PUMA,DE0006969603,S50647221,0.0%,Consumer Discretionary,Germany,AAA
PZU SA,PLPZU0000011,SB63DG211,0.0%,Financials,Poland,BBB
RAIFFEISEN BANK INTERNATIONAL AG,AT0000606306,SB0704T93,0.0%,Financials,Austria,AA
RANDSTAD NV,NL0000379121,S52286580,0.0%,Industrials,Netherlands,AA
RECORDATI INDUSTRIA CHIMICA E FARM,IT0003828271,SB07DRZ59,0.0%,Health Care,Italy,A
RED ELECTRICA SA,ES0173093024,SBD6FXN30,0.0%,Utilities,Spain,AAA
REINET INVESTMENTS S.C.A.,LU0383812293,SBF52QF20,0.0%,Financials,Luxembourg,B
REMY COINTREAU SA,FR0000130395,S47417142,0.0%,Consumer Staples,France,AA
RENAISSANCE INSURANCE GROUP,RU000A0ZZM04,SBKS9DT88,0.0%,Financials,Russian Federation,
RENAULT SA,FR0000131906,S47127980,0.0%,Consumer Discretionary,France,BBB
REPLY,IT0005282865,SBZ1DZ963,0.0%,Information Technology,Italy,A
REPSOL SA,ES0173516115,S56693542,0.0%,Energy,Spain,A
REXEL SA,FR0010451203,SB1VP0K08,0.0%,Industrials,France,AA
RHEINMETALL AG,DE0007030009,S53345880,0.1%,Industrials,Germany,AA
ROCHE HOLDING PAR AG,CH0012032048,S71103881,0.2%,Health Care,Switzerland,A
ROCKWOOL CLASS B,DK0010219153,S47134903,0.0%,Industrials,Denmark,AA
ROSTELECOM,RU0008943394,SB58ZLT74,0.0%,Communication Services,Russian Federation,
ROYAL UNIBREW,DK0060634707,SBX8ZX201,0.0%,Consumer Staples,Denmark,AA
RTL GROUP SA,LU0061462528,BRSELZSU3,0.0%,Communication Services,Luxembourg,
RWE AG,DE0007037129,S47689625,0.0%,Utilities,Germany,A
RYANAIR HOLDINGS PLC,IE00BYTBXV33,SBYTBXV32,0.0%,Industrials,Ireland,B
SAFRAN SA,FR0000073272,SB058TZ63,0.0%,Industrials,France,BBB
SAGAX CLASS B,SE0005127818,SB9M3PK41,0.0%,Real Estate,Sweden,A
SAMHALLSBYGGNADSBOLAGET I NORDEN C,SE0009554454,SBD7Y7377,0.0%,Real Estate,Sweden,A
SAMPO,FI0009003305,S52260387,0.0%,Financials,Finland,AA
SANDVIK,SE0000667891,SB1VQ2526,0.0%,Industrials,Sweden,AA
SANOFI SA,FR0000120578,S56717358,0.1%,Health Care,France,A
SANTANDER BANK POLSKA SA,PLBZ00000044,S71536395,0.0%,Financials,Poland,A
SAP,DE0007164600,S48462881,0.1%,Information Technology,Germany,AAA
SARANTIS SA REG STOCK,GRS204003008,S71249585,0.0%,Consumer Staples,Greece,
SARTORIUS PREF AG,DE0007165631,S58433293,0.0%,Health Care,Germany,A
SARTORIUS STEDIM BIOTECH SA,FR0013154002,SBYZ2QP55,0.0%,Health Care,France,BBB
SBERBANK ROSSII,RU0009029540,SB56C9L86,0.0%,Financials,Russian Federation,B
SBERBANK ROSSII,RU0009029540,BRSHPGQF9,0.0%,Financials,Russian Federation,B
SBERBANK RUSSIA SPONSORED ADR REPR,US80585Y3080,SB5SC0916,0.0%,Financials,Russian Federation,B
SCHIBSTED CLASS A,NO0003028904,S47905344,0.0%,Communication Services,Norway,A
SCHIBSTED CLASS B,NO0010736879,SBWVFKQ39,0.0%,Communication Services,Norway,A
SCHINDLER HOLDING AG,CH0024638212,SB11WWH26,0.0%,Industrials,Switzerland,BB
SCOR,FR0010411983,SB1LB9P68,0.0%,Financials,France,BBB
SCOUT24 N,DE000A12DM80,SBYT93407,0.0%,Communication Services,Germany,BBB
SEB SA,FR0000121709,S47921325,0.0%,Consumer Discretionary,France,A
SECURITAS CLASS B,SE0000163594,S55540413,0.1%,Industrials,Sweden,BBB
SELECTA GROUP FINCO SA     Prvt,LU2272225652,BPM3Z0RY2,0.0%,,Luxembourg,
SELECTA GROUP FINCO SA     Prvt,LU2272225140,BPM3Z0PS7,0.0%,,Luxembourg,
SEVERSTAL,RU0009046510,SB5B9C598,0.0%,Materials,Russian Federation,B
SGS SA,CH0002497458,S48247787,0.0%,Industrials,Switzerland,AAA
SHELL PLC,GB00BPVBW663,SBPVBW660,0.0%,Energy,Netherlands,AA
SHELL PLC,GB00BP6MXD84,SBP6MXD89,0.7%,Energy,Netherlands,AA
SIEMENS ENERGY N AG,DE000ENER6Y0,SBMTVQK97,0.0%,Industrials,Germany,A
SIEMENS GAMESA RENEWABLE ENERGY SA,ES0143416115,SB01CP212,0.0%,Industrials,Spain,A
SIEMENS HEALTHINEERS AG,DE000SHL1006,SBD594Y49,0.0%,Health Care,Germany,BB
SIEMENS N AG,DE0007236101,S57279739,0.1%,Industrials,Germany,AA
SIG GROUP N AG,CH0435377954,SBD5GN608,0.0%,Materials,Switzerland,AA
SIKA AG,CH0418792922,SBF2DSG38,0.0%,Materials,Switzerland,A
SISTEMA PJSFC GDR,US48122U2042,SB05N8094,0.0%,Communication Services,Russian Federation,B
SKAN N AG,CH0013396012,SB01TB355,0.0%,Health Care,Switzerland,
SKANDINAVISKA ENSKILDA BANKEN CLAS,SE0000148884,S48133458,0.0%,Financials,Sweden,AA
SKANSKA CLASS B,SE0000113250,S71420913,0.0%,Industrials,Sweden,AA
SKF CLASS B,SE0000108227,SB1Q3J350,0.0%,Industrials,Sweden,AA
SMURFIT KAPPA GROUP PLC,IE00B1RR8406,SB1RR8406,0.1%,Materials,Ireland,AA
SNAM,IT0003153415,S72514706,0.0%,Utilities,Italy,A
SOCIETE GENERALE SA,FR0000130809,S59665166,0.0%,Financials,France,AAA
SODEXO SA,FR0000121220,S70627138,0.0%,Consumer Discretionary,France,BBB
SOFINA SA,BE0003717312,S48203012,0.0%,Financials,Belgium,BB
SOITEC SA,FR0013227113,SBZ6T5C26,0.0%,Information Technology,France,BB
SOK MARKETLER TICARET,TRESOKM00022,SBFZCT205,0.0%,Consumer Staples,Turkey,
SOLVAY SA,BE0003470755,S48211007,0.0%,Materials,Belgium,AA
SONOVA HOLDING AG,CH0012549785,S71560361,0.0%,Health Care,Switzerland,AA
SOVKOMFLOT,RU000A0JXNU8,SBN71S244,0.0%,Energy,Russian Federation,CCC
STORA ENSO CLASS R,FI0009005961,S50726736,0.0%,Materials,Finland,AAA
STOREBRAND,NO0003053605,S48528327,0.0%,Financials,Norway,AA
STRAUMANN HOLDING AG,CH1175448666,SBQ7ZV064,0.0%,Health Care,Switzerland,A
SURGUTNEFTEGAZ,RU0008926258,SB5BHQP13,0.0%,Energy,Russian Federation,B
SURGUTNEFTEGAZ PREF,RU0009029524,SB5BHR471,0.0%,Energy,Russian Federation,B
SVENSKA CELLULOSA AKTIEBOLAGET SCA,SE0000112724,SB1VVGZ59,0.0%,Materials,Sweden,AAA
SVENSKA HANDELSBANKEN CLASS A,SE0007100599,SBXDZ9Q15,0.0%,Financials,Sweden,AAA
SWEDBANK CLASS A,SE0000242455,S48465231,0.0%,Financials,Sweden,AA
SWEDISH MATCH,SE0015812219,SBP09MR29,0.0%,Consumer Staples,Sweden,AA
SWEDISH ORPHAN BIOVITRUM,SE0000872095,SB1CC9H09,0.0%,Health Care,Sweden,
SWISS LIFE HOLDING AG,CH0014852781,S74378050,0.0%,Financials,Switzerland,AA
SWISS PRIME SITE AG,CH0008038389,SB083BH46,0.0%,Real Estate,Switzerland,A
SWISSCOM AG,CH0008742519,S55339766,0.0%,Communication Services,Switzerland,AA
SYMRISE AG,DE000SYM9999,SB1JB4K85,0.0%,Materials,Germany,A
TAV HAVALIMANLARI HOLDING A,TRETAVH00018,SB1RMFT99,0.0%,Industrials,Turkey,BBB
TBC BANK GROUP PLC,GB00BYT18307,SBYT18305,0.0%,Financials,Georgia,AA
TCS GROUP HOLDING REPR  CLASS A RE,US87238U2033,SBF233S07,0.0%,Financials,Russian Federation,B
TE CONNECTIVITY LTD,CH0102993182,SB62B7C30,0.0%,Information Technology,Switzerland,A
TECAN GROUP AG,CH0012100191,S71109029,0.0%,Health Care,Switzerland,AA
TECHNOGYM,IT0005162406,SBD9Y5C02,0.0%,Consumer Discretionary,Italy,BB
TEKFEN HOLDING A,TRETKHO00012,SB29D2411,0.0%,Industrials,Turkey,
TELE2 CLASS B,SE0005190238,SB97C7335,0.0%,Communication Services,Sweden,AAA
TELECOM ITALIA,IT0003497168,S76343946,0.0%,Communication Services,Italy,A
TELECOM ITALIA SAVING,IT0003497176,S76344027,0.0%,Communication Services,Italy,A
TELEFONICA DEUTSCHLAND HOLDING AG,DE000A1J5RX9,BRSG0MB95,0.0%,Communication Services,Germany,AA
TELEFONICA SA,ES0178430E18,S57325243,0.0%,Communication Services,Spain,A
TELENOR,NO0010063308,S47324959,0.0%,Communication Services,Norway,AAA
TELEPERFORMANCE,FR0000051807,S59993303,0.0%,Industrials,France,AA
TELIA COMPANY,SE0000667925,S59783845,0.0%,Communication Services,Sweden,AAA
TEMENOS AG,CH0012453913,S71478929,0.0%,Information Technology,Switzerland,AA
TERNA ENERGY SA,GRS496003005,SB28XVV25,0.0%,Utilities,Greece,
TERNA RETE ELETTRICA NAZIONALE,IT0003242622,SB01BN572,0.0%,Utilities,Italy,AA
THALES SA,FR0000121329,S41627910,0.0%,Industrials,France,A
THE SWATCH GROUP AG,CH0012255144,S71847362,0.0%,Consumer Discretionary,Switzerland,BB
THE SWATCH GROUP AG,CH0012255151,S71847255,0.0%,Consumer Discretionary,Switzerland,BB
THULE GROUP,SE0006422390,SBSQXJ010,0.0%,Consumer Discretionary,Sweden,AAA
THYSSENKRUPP AG,DE0007500001,S56369275,0.0%,Materials,Germany,AA
TOFAS TURK OTOMOBIL FABRIKASI A,TRATOASO91H3,SB03MY333,0.0%,Consumer Discretionary,Turkey,
TOMRA SYSTEMS,NO0012470089,SBPLXRG76,0.0%,Industrials,Norway,BBB
TOTALENERGIES,FR0000120271,SB15C5570,0.3%,Energy,France,A
TRELLEBORG CLASS B,SE0000114837,S49023849,0.0%,Industrials,Sweden,A
TRYG,DK0060636678,SBXDZ9724,0.0%,Financials,Denmark,AA
TUI AG,DE000TUAG000,BRSQZVNL5,0.0%,Consumer Discretionary,Germany,BB
TURK HAVA YOLLARI AO A,TRATHYAO91M5,SB03MYK00,0.0%,Industrials,Turkey,BBB
TURK TELEKOMUNIKASYON,TRETTLK00013,SB2RCGV52,0.0%,Communication Services,Turkey,A
TURKCELL ILETISIM HIZMETLERI A,TRATCELL91M1,SB03MYN31,0.0%,Communication Services,Turkey,A
TURKIYE IS BANKASI C,TRAISCTR91N2,SB03MYS85,0.0%,Financials,Turkey,BBB
TURKIYE PETROL RAFINERILERI A,TRATUPRS91E8,SB03MYT92,0.0%,Energy,Turkey,BB
TURKIYE SISE VE CAM FABRIKALARI A,TRASISEW91Q3,SB03MXR05,0.0%,Industrials,Turkey,BB
UBISOFT ENTERTAINMENT SA CAT A,FR0000054470,SB1L3CS67,0.0%,Communication Services,France,A
UBS GROUP AG,CH0244767585,SBRJL1761,0.1%,Financials,Switzerland,AA
UCB SA,BE0003739530,S55969919,0.1%,Health Care,Belgium,AA
ULKER BISKUVI SANAYI,TREULKR00015,SB03MYX30,0.0%,Consumer Staples,Turkey,BBB
UMICORE SA,BE0974320526,SBF444661,0.0%,Materials,Belgium,AAA
UNIBAIL RODAMCO WE STAPLED UNITS,FR0013326246,SBFYM4608,0.0%,Real Estate,France,AAA
UNICREDIT,IT0005239360,SBYMXPS75,0.0%,Financials,Italy,A
UNIPER,DE000UNSE018,SBZ6CZ435,0.0%,Utilities,Germany,BBB
UNIPOLSAI,IT0004827447,SB89YH963,0.0%,Financials,Italy,A
UNITED COMPANY RUSAL,RU000A1025V3,SBNGCVY16,0.0%,Materials,Russian Federation,B
UNITED INTERNET AG,DE0005089031,S43541341,0.0%,Communication Services,Germany,BBB
UNITED MEDICAL GROUP CY GDR,US91085A2033,SBN2TR262,0.0%,Health Care,Russian Federation,
UNIVERSAL MUSIC GROUP NV,NL0015000WX5,SBMXP0N81,0.0%,Communication Services,Netherlands,A
UNIVERSAL MUSIC GROUP NV,NL0015000IY2,SBNZGVV13,0.0%,Communication Services,Netherlands,A
UPM-KYMMENE,FI0009005987,S50512524,0.1%,Materials,Finland,AAA
VALEO,FR0013176526,SBDC5ST82,0.0%,Consumer Discretionary,France,AAA
VALMET,FI4000074984,SBH6XZT50,0.0%,Industrials,Finland,AAA
VARTA AG,DE000A0TGJ55,BRT6QZNL9,0.0%,Industrials,Germany,BBB
VAT GROUP AG,CH0311864901,SBYZWMR91,0.0%,Industrials,Switzerland,A
VEOLIA ENVIRON. SA,FR0000124141,S40318792,0.0%,Utilities,France,A
VERBUND AG,AT0000746409,S46616074,0.0%,Utilities,Austria,AAA
VESTAS WIND SYSTEMS,DK0061539921,SBN4MYF58,0.0%,Industrials,Denmark,AAA
VIFOR N . LINIE AG,CH1156060167,SBNT86X01,0.0%,Health Care,Switzerland,AAA
VINCI SA,FR0000125486,SB1XH0260,0.0%,Industrials,France,A
VITEC SOFTWARE GROUP CLASS B,SE0007871363,SBD96BJ52,0.0%,Information Technology,Sweden,BB
VIVENDI,FR0000127771,S48347777,0.0%,Communication Services,France,AA
VOESTALPINE AG,AT0000937503,S49434020,0.0%,Materials,Austria,AA
VOLKSWAGEN AG,DE0007664005,S54971023,0.0%,Consumer Discretionary,Germany,B
VOLKSWAGEN NON-VOTING PREF AG,DE0007664039,S54971684,0.1%,Consumer Discretionary,Germany,B
VOLVO CLASS B,SE0000115446,SB1QH8300,0.0%,Industrials,Sweden,AA
VONOVIA,DE000A1ML7J1,SBBJPFY14,0.0%,Real Estate,Germany,A
WACKER CHEMIE AG,DE000WCH8881,SB11Y5682,0.0%,Materials,Germany,BBB
WAREHOUSES DE PAUW NV,BE0974349814,SBK8VQD93,0.0%,Real Estate,Belgium,A
WARTSILA,FI0009003727,S45251899,0.0%,Industrials,Finland,AAA
WENDEL,FR0000121204,S73901134,0.0%,Financials,France,AA
WIZZ AIR HOLDINGS PLC,JE00BN574F90,SBN574F90,0.0%,Industrials,Switzerland,
WOLTERS KLUWER NV,NL0000395903,S56715196,0.0%,Industrials,Netherlands,AAA
WORLDLINE SA,FR0011981968,SBNFWR442,0.0%,Information Technology,France,AA
XVIVO PERFUSION,SE0004840718,SB898BV86,0.0%,Health Care,Sweden,A
YANDEX NV CLASS A,NL0009805522,SB5BSZB32,0.0%,Communication Services,Russian Federation,B
YANDEX NV CLASS A,NL0009805522,SBMSK1G83,0.0%,Communication Services,Netherlands,B
ZALANDO,DE000ZAL1111,BRSPUGZ73,0.0%,Consumer Discretionary,Germany,AA
ZURICH INSURANCE GROUP AG,CH0011075394,S59838169,0.0%,Financials,Switzerland,AAA
