Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
CSR LTD,AU000000CSR5,S62386453,0.0%,Materials,Australia,AA
CTBC FINANCIAL HOLDING LTD,TW0002891009,S65276669,0.0%,Financials,Taiwan (Republic of China),AA
CTCI CORP,TW0009933002,S62391875,0.0%,Industrials,Taiwan (Republic of China),BBB
CTOS DIGITAL,MYL5301OO006,SBN7GZ515,0.0%,Industrials,Malaysia,BBB
D AND O GREEN TECHNOLOGIES,MYL7204OO000,SB05DWZ29,0.0%,Information Technology,Malaysia,BB
D&L INDUSTRIES INC,PHY1973T1008,SB99R1B21,0.0%,Materials,Philippines,BB
DAEDUCKELECTRONICS LTD,KR7353200009,SBMD3GQ73,0.0%,Information Technology,"Korea (South), Republic of",CCC
DAEJOO ELECTRONIC MATERIALS LTD,KR7078600004,SB04H0G29,0.0%,Information Technology,"Korea (South), Republic of",CCC
DAESANG CORP,KR7001680008,S63527162,0.0%,Consumer Staples,"Korea (South), Republic of",B
DAEWOO ENGINEERING & CONSTRUCTION,KR7047040001,S63441224,0.0%,Industrials,"Korea (South), Republic of",B
DAEWOO SHIPBUILDING & MARINE ENGIN,KR7042660001,S62117320,0.0%,Industrials,"Korea (South), Republic of",CCC
DAEWOONG LTD,KR7003090008,S61644274,0.0%,Health Care,"Korea (South), Republic of",B
DAEWOONG PHARMACEUTICAL,KR7069620003,S65629792,0.0%,Health Care,"Korea (South), Republic of",CCC
DAGANG NEXCHANGE,MYL4456OO009,S68918333,0.0%,Information Technology,Malaysia,
DAH SING BANKING LTD,HK2356013600,SB01G0P18,0.0%,Financials,Hong Kong,A
DAH SING FINANCIAL HOLDINGS LTD,HK0440001847,S62497995,0.0%,Financials,Hong Kong,A
DAISHIN SECURITIES LTD,KR7003540002,S62512009,0.0%,Financials,"Korea (South), Republic of",B
DANAL LTD,KR7064260003,SB01RWL44,0.0%,Information Technology,"Korea (South), Republic of",
DAOU TECHNOLOGY INC,KR7023590003,S61136123,0.0%,Financials,"Korea (South), Republic of",CCC
DAWONSYS LTD,KR7068240001,SB63NJG68,0.0%,Industrials,"Korea (South), Republic of",B
DB HITEK LTD,KR7000990002,S64077571,0.0%,Information Technology,"Korea (South), Republic of",B
DB INSURANCE LTD,KR7005830005,S61559373,0.0%,Financials,"Korea (South), Republic of",BBB
DBS GROUP HOLDINGS LTD,SG1L01001701,S61752036,0.1%,Financials,Singapore,AA
DELIVERY HERO,DE000A2E4K43,SBZCNB425,0.0%,Consumer Discretionary,"Korea (South), Republic of",A
DELTA ELECTRONICS (THAILAND) NON-V,TH0528010R18,S64189319,0.0%,Information Technology,Thailand,AA
DELTA ELECTRONICS (THAILAND) PCL,TH0528010Z00,S64189202,0.0%,Information Technology,Thailand,AA
DELTA ELECTRONICS INC,TW0002308004,S62607346,0.1%,Information Technology,Taiwan (Republic of China),AA
DEVSISTERS CORP,KR7194480000,SBQXWPJ89,0.0%,Communication Services,"Korea (South), Republic of",B
DEXUS STAPLED UNITS,AU000000DXS1,SB033YN65,0.0%,Real Estate,Australia,AAA
DFI RETAIL GROUP HOLDINGS LTD,BMG2624N1535,S61802740,0.0%,Consumer Staples,Hong Kong,
DGB FINANCIAL GROUP,KR7139130009,SB68N3473,0.0%,Financials,"Korea (South), Republic of",AA
DIALOG GROUP,MYL7277OO006,SB00MRS29,0.0%,Energy,Malaysia,BBB
DIGI.COM,MYL6947OO005,S60862422,0.0%,Communication Services,Malaysia,AA
DIGITAL CHINA HOLDINGS LTD,BMG2759B1072,S63518658,0.0%,Information Technology,Hong Kong,BBB
DIGITAL MEDIATAMA MAXIMA,ID1000151806,SBKPHNS43,0.0%,Information Technology,Indonesia,
DL E&C LTD,KR7375500006,SBNGJH116,0.0%,Industrials,"Korea (South), Republic of",B
DL LTD,KR7000210005,S62495841,0.0%,Industrials,"Korea (South), Republic of",B
DOMINOS PIZZA ENTERPRISES LTD,AU000000DMP0,SB07SFG76,0.0%,Consumer Discretionary,Australia,BB
DONG SUH INC,KR7026960005,S66059932,0.0%,Consumer Staples,"Korea (South), Republic of",B
DONG-A SOCIO HOLDING LTD,KR7000640003,S62731633,0.0%,Health Care,"Korea (South), Republic of",A
DONG-A ST LTD,KR7170900005,SB9C3D992,0.0%,Health Care,"Korea (South), Republic of",BB
DONGJIN SEMICHEM LTD,KR7005290002,S62192976,0.0%,Materials,"Korea (South), Republic of",CCC
DONGKUK STEEL MILL LTD,KR7001230002,S62761176,0.0%,Materials,"Korea (South), Republic of",BB
DOOSAN BOBCAT INC,KR7241560002,SBYX9GP89,0.0%,Industrials,"Korea (South), Republic of",BB
DOOSAN ENERBILITY LTD,KR7034020008,S62946702,0.0%,Industrials,"Korea (South), Republic of",B
DOOSAN FUEL CELL LTD,KR7336260005,SBH4G7R82,0.0%,Industrials,"Korea (South), Republic of",B
DOOSAN TESNA INC,KR7131970006,SBFTC6365,0.0%,Information Technology,"Korea (South), Republic of",B
DOUBLEU GAMES LTD,KR7192080000,SBYQ1MZ39,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
DOUZONBIZON LTD,KR7012510004,S65109894,0.0%,Information Technology,"Korea (South), Republic of",BB
DRB-HICOM,MYL1619OO005,S62698162,0.0%,Consumer Discretionary,Malaysia,AA
DYNAPACK INTERNATIONAL TECHNOLOGY,TW0003211009,S67320283,0.0%,Information Technology,Taiwan (Republic of China),
E INK HOLDINGS INC,TW0008069006,S67442830,0.0%,Information Technology,Taiwan (Republic of China),BBB
E-MART INC,KR7139480008,SB682TF77,0.0%,Consumer Staples,"Korea (South), Republic of",B
E.SUN FINANCIAL HOLDING LTD,TW0002884004,S64339120,0.0%,Financials,Taiwan (Republic of China),AA
ECLAT TEXTILE LTD,TW0001476000,S63457832,0.0%,Consumer Discretionary,Taiwan (Republic of China),BBB
ECOPRO BM LTD,KR7247540008,SBJ321P74,0.0%,Industrials,"Korea (South), Republic of",CCC
ECOPRO HN LTD,KR7383310000,SBNC08594,0.0%,Industrials,"Korea (South), Republic of",BB
ECOPRO LTD,KR7086520004,SB235ZT96,0.0%,Materials,"Korea (South), Republic of",B
ECOPROBM R RIGHTS LTD,KRA2475401C0,SBL546948,0.0%,Industrials,"Korea (South), Republic of",CCC
EIRGENIX INC,TW0006589005,SBZ02NK12,0.0%,Health Care,Taiwan (Republic of China),
ELAN MICROELECTRONICS CORP,TW0002458007,S62415138,0.0%,Information Technology,Taiwan (Republic of China),
ELECTRICITY GENERATING PCL,TH0465010005,S63046320,0.0%,Utilities,Thailand,BB
ELITE MATERIAL LTD,TW0002383007,S63161210,0.0%,Information Technology,Taiwan (Republic of China),
ELITE SEMICONDUCTOR MICROELECTRONI,TW0003006003,S64433865,0.0%,Information Technology,Taiwan (Republic of China),
EMEMORY TECHNOLOGY INC,TW0003529004,SB2PXYH27,0.0%,Information Technology,Taiwan (Republic of China),B
ENCHEM LTD,KR7348370008,SBLN7CP37,0.0%,Materials,"Korea (South), Republic of",
ENDEAVOUR GROUP LTD,AU0000154833,SBNVS1449,0.0%,Consumer Staples,Australia,AA
ENERGY ABSOLUTE NON-VOTING DR PCL,TH3545010R19,SB9L4K920,0.0%,Utilities,Thailand,AA
ENERGY ABSOLUTE PCL,TH3545010003,SB9L4K706,0.0%,Utilities,Thailand,AA
ENNOCONN CORP,TW0006414006,SB94NS144,0.0%,Information Technology,Taiwan (Republic of China),
ENNOSTAR INC,TW0003714002,SBK80TL50,0.0%,Information Technology,Taiwan (Republic of China),BBB
ENZYCHEM LIFESCIENCES CORP,KR7183490002,SBF5S8Y39,0.0%,Health Care,"Korea (South), Republic of",B
EO TECHNICS LTD,KR7039030002,S62859194,0.0%,Information Technology,"Korea (South), Republic of",CCC
EOFLOW LTD,KR7294090006,SBMGYML41,0.0%,Health Care,"Korea (South), Republic of",CCC
EPISIL TECHNOLOGIES INC,TW0003707006,SBRCJMQ39,0.0%,Information Technology,Taiwan (Republic of China),
EPISIL-PRECISION INC,TW0003016002,S65680415,0.0%,Information Technology,Taiwan (Republic of China),
ESR KENDALL SQUARE REIT LTD,KR7365550003,SBNNGHG00,0.0%,Real Estate,"Korea (South), Republic of",B
ESSO (THAILAND) NON-VOTING DR PCL,TH0975010R11,SB2R3W549,0.0%,Energy,Thailand,
ETERNAL MATERIALS LTD,TW0001717007,S63185144,0.0%,Materials,Taiwan (Republic of China),BBB
ETRON TECHNOLOGY INC,TW0005351001,S61161162,0.0%,Information Technology,Taiwan (Republic of China),
EUBIOLOGICS LTD,KR7206650004,SBDRVZL25,0.0%,Health Care,"Korea (South), Republic of",CCC
EUGENE TECHNOLOGY LTD,KR7084370006,SB0TBHH97,0.0%,Information Technology,"Korea (South), Republic of",CCC
EVA AIRWAYS CORP,TW0002618006,S61860235,0.0%,Industrials,Taiwan (Republic of China),A
EVERGREEN INTERNATIONAL STORAGE &,TW0002607009,S63245112,0.0%,Industrials,Taiwan (Republic of China),
EVERGREEN MARINE CORP (TAIWAN) LTD,TW0002603008,S63245005,0.0%,Industrials,Taiwan (Republic of China),A
EVERLIGHT CHEMICALS INDUSTRIAL COR,TW0001711000,S63246185,0.0%,Materials,Taiwan (Republic of China),
EVERLIGHT ELECTRONICS LTD,TW0002393006,S60949229,0.0%,Information Technology,Taiwan (Republic of China),
EVOLUTION MINING LTD,AU000000EVN4,SB3X0F917,0.0%,Materials,Australia,AA
EZION HOLDINGS LTD,SG1W38939029,S62860648,0.0%,Energy,Singapore,
F&F LTD,KR7383220001,SBP2NF510,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
FAR EASTERN DEPARTMENT STORES LTD,TW0002903002,S63313738,0.0%,Consumer Discretionary,Taiwan (Republic of China),
FAR EASTERN INTERNATIONAL BANK,TW0002845005,S63284509,0.0%,Financials,Taiwan (Republic of China),A
FAR EASTERN NEW CENTURY CORP,TW0001402006,S63314702,0.0%,Industrials,Taiwan (Republic of China),BBB
FAR EASTONE TELECOMMUNICATIONS LTD,TW0004904008,S64218548,0.0%,Communication Services,Taiwan (Republic of China),AA
FARADAY TECHNOLOGY CORP,TW0003035002,S61860458,0.0%,Information Technology,Taiwan (Republic of China),
FARGLORY LAND DEVELOPMENT LTD,TW0005522007,S62036876,0.0%,Real Estate,Taiwan (Republic of China),
FENG HSIN IRON & STEEL LTD,TW0002015005,S63350300,0.0%,Materials,Taiwan (Republic of China),BB
FENG TAY ENTERPRISES LTD,TW0009910000,S63360556,0.0%,Consumer Discretionary,Taiwan (Republic of China),BB
FILA HOLDINGS CORP,KR7081660003,SB66CTX70,0.0%,Consumer Discretionary,"Korea (South), Republic of",BBB
FILINVEST LAND INC,PHY249161019,S63414460,0.0%,Real Estate,Philippines,BB
FIRST FINANCIAL HOLDING LTD,TW0002892007,S65801193,0.0%,Financials,Taiwan (Republic of China),AA
FIRST GEN CORP,PHY2518H1143,SB0XNCB01,0.0%,Utilities,Philippines,BBB
FISHER AND PAYKEL HEALTHCARE CORPO,NZFAPE0001S2,S63402507,0.0%,Health Care,New Zealand,AA
FITIPOWER INTEGRATED TECHNOLOGY IN,TW0004961008,SB61YST74,0.0%,Information Technology,Taiwan (Republic of China),
FLETCHER BUILDING LTD,NZFBUE0001S0,S63416069,0.0%,Industrials,New Zealand,AA
FLEXIUM INTERCONNECT INC,TW0006269004,S66834169,0.0%,Information Technology,Taiwan (Republic of China),
FLIGHT CENTRE TRAVEL GROUP LTD,AU000000FLT9,S63521470,0.0%,Consumer Discretionary,Australia,BBB
FOCALTECH SYSTEMS LTD,TW0003545000,SB1Z81M46,0.0%,Information Technology,Taiwan (Republic of China),
FOOSUNG LTD,KR7093370005,SB1LCKX48,0.0%,Materials,"Korea (South), Republic of",CCC
FORMOSA CHEMICALS & FIBRE CORP,TW0001326007,S63487151,0.0%,Materials,Taiwan (Republic of China),CCC
FORMOSA INTERNATIONAL HOTELS CORP,TW0002707007,S61075743,0.0%,Consumer Discretionary,Taiwan (Republic of China),
FORMOSA PETROCHEMICAL CORP,TW0006505001,S67187161,0.0%,Energy,Taiwan (Republic of China),B
FORMOSA PLASTICS CORP,TW0001301000,S63485445,0.0%,Materials,Taiwan (Republic of China),CCC
FORMOSA SUMCO TECHNOLOGY CORP,TW0003532008,SB1HKJZ72,0.0%,Information Technology,Taiwan (Republic of China),
FORMOSA TAFFETA LTD,TW0001434009,S63485882,0.0%,Consumer Discretionary,Taiwan (Republic of China),BB
FORTESCUE METALS GROUP LTD,AU000000FMG4,S60862539,0.0%,Materials,Australia,AA
FOXCONN TECHNOLOGY LTD,TW0002354008,S68017797,0.0%,Information Technology,Taiwan (Republic of China),BBB
FOXSEMICON INTEGRATED TECHNOLOGY I,TW0003413001,SB04ZR548,0.0%,Information Technology,Taiwan (Republic of China),
FRASER & NEAVE HOLDINGS,MYL3689OO006,S65559460,0.0%,Consumer Staples,Malaysia,A
FRONTKEN CORPORATION,MYQ0128OO007,SB18TLC40,0.0%,Industrials,Malaysia,BBB
FUBON FINANCIAL HOLDING LTD,TW0002881000,S64116734,0.0%,Financials,Taiwan (Republic of China),AA
FULGENT SUN INTERNATIONAL (HOLDING,KYG368891068,SB8X9CB41,0.0%,Consumer Discretionary,Taiwan (Republic of China),
FUSHENG PRECISION  LTD,TW0006670003,SBD2BR775,0.0%,Consumer Discretionary,Taiwan (Republic of China),
GAMUDA,MYL5398OO002,S63598817,0.0%,Industrials,Malaysia,BB
GC CELL CORP,KR7144510005,SBD0M4158,0.0%,Health Care,"Korea (South), Republic of",CCC
GEMDALE PROPERTIES AND INVESTMENT,BMG3911S1035,SB9M3N774,0.0%,Real Estate,Hong Kong,BB
GEMVAX & KAEL LTD,KR7082270000,SB09CF340,0.0%,Information Technology,"Korea (South), Republic of",CCC
GENEONELIFESCIENCE INC,KR7011000007,SB17PYF78,0.0%,Health Care,"Korea (South), Republic of",CCC
GENERAL INTERFACE SOLUTION GIS HOL,KYG3808R1011,SBXNPSQ46,0.0%,Information Technology,Taiwan (Republic of China),BB
GENESYS LOGIC INC,TW0006104003,S63549166,0.0%,Information Technology,Taiwan (Republic of China),
GENEXINE INC,KR7095700001,SB3XSP956,0.0%,Health Care,"Korea (South), Republic of",CCC
GENIUS ELECTRONIC OPTICAL LTD,TW0003406005,SB059SR48,0.0%,Information Technology,Taiwan (Republic of China),
GENTING,MYL3182OO002,SB1VXJL80,0.0%,Consumer Discretionary,Malaysia,BB
GENTING MALAYSIA,MYL4715OO008,SB1VXKN77,0.0%,Consumer Discretionary,Malaysia,BB
GENTING PLANTATIONS,MYL2291OO002,S60576808,0.0%,Consumer Staples,Malaysia,BB
GENTING SINGAPORE LTD,SGXE21576413,SBDRTVP23,0.1%,Consumer Discretionary,Singapore,BB
GETAC CORP,TW0003005005,S64396203,0.0%,Information Technology,Taiwan (Republic of China),
GIANT MANUFACTURING LTD,TW0009921007,S63721674,0.0%,Consumer Discretionary,Taiwan (Republic of China),B
GIGABYTE TECHNOLOGY LTD,TW0002376001,S61291811,0.0%,Information Technology,Taiwan (Republic of China),
GKL LTD,KR7114090004,SB4347P00,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
GLENCORE PLC,JE00B4T3BW64,SB4T3BW64,0.0%,Materials,Australia,BBB
GLOBAL MIXED-MODE TECHNOLOGY INC,TW0008081001,SB02FKB34,0.0%,Information Technology,Taiwan (Republic of China),
GLOBAL PMX LTD,TW0004551007,SBGSGT826,0.0%,Consumer Discretionary,Taiwan (Republic of China),
GLOBAL POWER SYNERGY PCL,TH6488010005,SBWX43R00,0.0%,Utilities,Thailand,B
GLOBAL POWER SYNERGY PCL NON-VOTIN,TH6488010R19,SBWX43V47,0.0%,Utilities,Thailand,B
GLOBAL UNICHIP CORP,TW0003443008,SB0563813,0.0%,Information Technology,Taiwan (Republic of China),
GLOBALWAFERS LTD,TW0006488000,SBS7JP337,0.0%,Information Technology,Taiwan (Republic of China),B
GLOBE TEL INC,PHY272571498,S62848643,0.0%,Communication Services,Philippines,A
GOLD CIRCUIT ELECTRONICS LTD,TW0002368008,S61075859,0.0%,Information Technology,Taiwan (Republic of China),
GOLDSUN BUILDING MATERIALS LTD,TW0002504008,S63755649,0.0%,Materials,Taiwan (Republic of China),
GOLFZON LTD,KR7215000001,SBVG1NC60,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
GOODMAN GROUP UNITS,AU000000GMG2,SB03FYZ44,0.0%,Real Estate,Australia,AA
GPT GROUP STAPLED UNITS,AU000000GPT8,S63658660,0.0%,Real Estate,Australia,AAA
GRAND PACIFIC PETROCHEMICAL CORP,TW0001312007,S63812374,0.0%,Materials,Taiwan (Republic of China),
GRAND PHARMACEUTICAL GROUP LTD,BMG210A71016,SB00W4D66,0.0%,Health Care,Hong Kong,BB
GRAPE KING BIO LTD,TW0001707008,S63816912,0.0%,Consumer Staples,Taiwan (Republic of China),
GREAT TREE PHARMACY COLTD LTD,TW0006469000,SBQ134740,0.0%,Consumer Staples,Taiwan (Republic of China),
GREAT WALL ENTERPRISE LTD,TW0001210003,S63843445,0.0%,Consumer Staples,Taiwan (Republic of China),
GREATECH TECHNOLOGY,MYQ0208OO007,SBK0Q1M67,0.0%,Information Technology,Malaysia,A
GREATEK ELECTRONICS INC,TW0002441003,S62939897,0.0%,Information Technology,Taiwan (Republic of China),
GREEN CROSS HOLDINGS,KR7005250006,S64971344,0.0%,Health Care,"Korea (South), Republic of",CCC
GREEN CROSS(SOUTH KOREA) CORP,KR7006280002,S67717082,0.0%,Health Care,"Korea (South), Republic of",CCC
GS ENGINEERING & CONSTRUCTION CORP,KR7006360002,S65370967,0.0%,Industrials,"Korea (South), Republic of",BBB
GS HOLDINGS CORP,KR7078930005,SB01RJV34,0.0%,Energy,"Korea (South), Republic of",BBB
GS RETAIL LTD,KR7007070006,SB7F9Q794,0.0%,Consumer Staples,"Korea (South), Republic of",BB
GT CAPITAL HOLDINGS INC,PHY290451046,BRSEDPQ44,0.0%,Industrials,Philippines,BBB
GUDANG GARAM,ID1000068604,S63669998,0.0%,Consumer Staples,Indonesia,CCC
GUDENG PRECISION INDUSTRIAL LTD,TW0003680005,SB58Y4R34,0.0%,Information Technology,Taiwan (Republic of China),
GULF ENERGY DEVELOPMENT PCL,TH8319010Z06,SBLR5MP38,0.0%,Utilities,Thailand,B
GULF ENERGY DEVELOPMENT PCL NON-VO,TH8319010R14,SBFN4H355,0.0%,Utilities,Thailand,B
HAESUNG DS LTD,KR7195870001,SBZCFTJ94,0.0%,Information Technology,"Korea (South), Republic of",B
HALLA HOLDINGS CORP,KR7060980000,SB3XF3363,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HANA FINANCIAL GROUP INC,KR7086790003,SB0RNRF56,0.1%,Financials,"Korea (South), Republic of",A
HANA MATERIALS INC,KR7166090001,SBDHXP632,0.0%,Information Technology,"Korea (South), Republic of",CCC
HANA MICROELECTRONICS NON-VOTING D,TH0324010R12,SB019VV37,0.0%,Information Technology,Thailand,BBB
HANA MICRON INC,KR7067310003,SB0M2M636,0.0%,Information Technology,"Korea (South), Republic of",
HANA TOUR SERVICE INC,KR7039130000,S63116321,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HANALL BIOPHARMA LTD,KR7009420001,SB13G6L48,0.0%,Health Care,"Korea (South), Republic of",B
HANATOUR SERVICE R RIGHTS INC,KRA0391301C7,SBMZQQQ44,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HANDSOME CORP,KR7020000006,S61552279,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
HANG LUNG PROPERTIES LTD,HK0101000591,S60305067,0.0%,Real Estate,Hong Kong,A
HANG SENG BANK LTD,HK0011000095,S64083744,0.0%,Financials,Hong Kong,AA
HANJIN KAL,KR7180640005,SBCGD8Q82,0.0%,Industrials,"Korea (South), Republic of",
HANKOOK & COMPANY LTD,KR7000240002,S61074225,0.0%,Consumer Discretionary,"Korea (South), Republic of",A
HANKOOK TIRE & TECHNOLOGY LTD,KR7161390000,SB7T5KQ09,0.0%,Consumer Discretionary,"Korea (South), Republic of",BBB
HANMI PHARM LTD,KR7128940004,SB613DJ98,0.0%,Health Care,"Korea (South), Republic of",BB
HANMI SEMICONDUCTOR LTD,KR7042700005,SB0CSXQ83,0.0%,Information Technology,"Korea (South), Republic of",CCC
HANNSTAR DISPLAY CORP,TW0006116007,S63818280,0.0%,Information Technology,Taiwan (Republic of China),
HANON SYSTEMS,KR7018880005,SB00LR012,0.0%,Consumer Discretionary,"Korea (South), Republic of",BBB
HANSOL CHEMICAL LTD,KR7014680003,S69881555,0.0%,Materials,"Korea (South), Republic of",CCC
HANSON INTERNATIONAL,ID1000059603,S61298139,0.0%,Real Estate,Indonesia,
HANSSEM LTD,KR7009240003,S65366841,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HANWHA AEROSPACE LTD,KR7012450003,S67726711,0.0%,Industrials,"Korea (South), Republic of",BBB
HANWHA LIFE INSURANCE LTD,KR7088350004,SB62B9W75,0.0%,Financials,"Korea (South), Republic of",BB
HANWHA SECURITIES & INVESTMENT LTD,KR7003530003,S64961428,0.0%,Financials,"Korea (South), Republic of",B
HANWHA SOLUTIONS CORP,KR7009830001,S64077688,0.0%,Materials,"Korea (South), Republic of",BBB
HANWHA SYSTEMS LTD,KR7272210006,SBJN3H964,0.0%,Industrials,"Korea (South), Republic of",BB
HAP SENG CONSOLIDATED,MYL3034OO005,S62977434,0.0%,Industrials,Malaysia,A
HARTALEGA HOLDINGS,MYL5168OO009,SB2QPJK56,0.0%,Health Care,Malaysia,AA
HD HOME SHOPPING CORP,KR7057050007,SB691DP13,0.0%,Consumer Discretionary,"Korea (South), Republic of",BB
HD HYUNDAI LTD,KR7267250009,BRT9HP9T4,0.0%,Energy,"Korea (South), Republic of",BBB
HDC HOLDINGS LTD,KR7012630000,S64024284,0.0%,Materials,"Korea (South), Republic of",BB
HDC OP,KR7294870001,SBD0BBZ57,0.0%,Industrials,"Korea (South), Republic of",B
HEINEKEN MALAYSIA,MYL3255OO006,S63978035,0.0%,Consumer Staples,Malaysia,AA
HELIXMITH LTD,KR7084990001,SB0P5XC27,0.0%,Health Care,"Korea (South), Republic of",CCC
HENDERSON LAND DEVELOPMENT LTD,HK0012000102,S64205388,0.0%,Real Estate,Hong Kong,BB
HIBISCUS PETROLEUM,MYL5199OO004,SB5VN6377,0.0%,Energy,Malaysia,
HIGHWEALTH CONSTRUCTION CORP,TW0002542008,S61540753,0.0%,Real Estate,Taiwan (Republic of China),B
HITEJINRO LTD,KR7000080002,SB05R4925,0.0%,Consumer Staples,"Korea (South), Republic of",CCC
HIWIN MIKROSYSTEM CORP,TW0004576004,SBF10HQ86,0.0%,Information Technology,Taiwan (Republic of China),
HIWIN TECHNOLOGIES CORP,TW0002049004,SB1YMYT51,0.0%,Industrials,Taiwan (Republic of China),BBB
HK INNO.N CORP,KR7195940002,SBNNNGT75,0.0%,Health Care,"Korea (South), Republic of",BBB
HLB GLOBAL LTD,KR7003580008,S62451406,0.0%,Materials,"Korea (South), Republic of",BB
HLB INC,KR7028300002,S65174070,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HLB LIFE SCIENCE CO LTD,,BRY16FHB9,0.0%,Health Care,"Korea (South), Republic of",BBB
HLB LIFE SCIENCE LTD,KR7067630004,SB3FQK149,0.0%,Health Care,"Korea (South), Republic of",BBB
HMM LTD,KR7011200003,S64058696,0.0%,Industrials,"Korea (South), Republic of",BB
HOLTEK SEMICONDUCTOR INC,TW0006202005,S65489809,0.0%,Information Technology,Taiwan (Republic of China),
HOLYSTONE ENTERPRISE LTD,TW0003026001,S62068358,0.0%,Information Technology,Taiwan (Republic of China),
HOME PRODUCT CENTER NON-VOTING DR,TH0661010R17,S64185556,0.0%,Consumer Discretionary,Thailand,AA
HOME PRODUCT CENTER PCL,TH0661010007,S64185440,0.0%,Consumer Discretionary,Thailand,AA
HON HAI PRECISION INDUSTRY LTD,TW0002317005,S64385644,0.1%,Information Technology,Taiwan (Republic of China),BB
HONG KONG EXCHANGES AND CLEARING L,HK0388045442,S62673595,0.0%,Financials,Hong Kong,AA
HONG LEONG BANK,MYL5819OO007,S64368921,0.0%,Financials,Malaysia,A
HONG LEONG FINANCIAL GROUP,MYL1082OO006,S64364508,0.0%,Financials,Malaysia,BB
HONG SENG CONSOLIDATED,MYQ0041OO002,SB00STN99,0.0%,Communication Services,Malaysia,AA
HONGKONG LAND HOLDINGS LTD,BMG4587L1090,S64349152,0.0%,Real Estate,Hong Kong,BB
HOTA INDUSTRIAL MFG LTD,TW0001536001,S62462510,0.0%,Consumer Discretionary,Taiwan (Republic of China),
HOTAI FINANCE CORP,TW0006592009,SBYQKH227,0.0%,Financials,Taiwan (Republic of China),
HOTAI MOTOR LTD,TW0002207008,S64171655,0.0%,Consumer Discretionary,Taiwan (Republic of China),A
HOTEL SHILLA LTDINARY SHARES KOREA,KR7008770000,S64403322,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
HSIN KUANG STEEL LTD,TW0002031002,S64026669,0.0%,Materials,Taiwan (Republic of China),
HTC CORP,TW0002498003,S65105363,0.0%,Information Technology,Taiwan (Republic of China),BB
HUA NAN FINANCIAL HOLDINGS LTD,TW0002880002,S64118771,0.0%,Financials,Taiwan (Republic of China),A
HUAKU DEVELOPMENT LTD,TW0002548005,S62754593,0.0%,Real Estate,Taiwan (Republic of China),
HUGEL INC,KR7145020004,SBZ1G1759,0.0%,Health Care,"Korea (South), Republic of",CCC
HUTCHISON PORT HOLDINGS UNITS TRUS,SG2D00968206,BRSBP5ZX7,0.0%,Industrials,Hong Kong,B
HYBE LTD,KR7352820005,SBNGCJ259,0.0%,Communication Services,"Korea (South), Republic of",BBB
HYOSUNG ADVANCED MATERIALS CORP,KR7298050006,SBD831869,0.0%,Materials,"Korea (South), Republic of",BB
HYOSUNG CHEMICAL CORP,KR7298000001,SBD831539,0.0%,Materials,"Korea (South), Republic of",CCC
HYOSUNG CORP,KR7004800009,S68968387,0.0%,Industrials,"Korea (South), Republic of",B
HYOSUNG TNC CORP,KR7298020009,SBD831646,0.0%,Materials,"Korea (South), Republic of",BBB
HYSAN DEVELOPMENT LTD,HK0014000126,S64496292,0.0%,Real Estate,Hong Kong,A
HYUNDAI AUTOEVER CORP,KR7307950006,SBJP54Q67,0.0%,Information Technology,"Korea (South), Republic of",B
HYUNDAI BIOSCIENCE LTD,KR7048410005,SB00LSJ77,0.0%,Consumer Staples,"Korea (South), Republic of",CCC
HYUNDAI CONSTRUCTION EQUIPMENT LTD,KR7267270007,BRT9DQPU5,0.0%,Industrials,"Korea (South), Republic of",BB
HYUNDAI DEPARTMENT STORE LTD,KR7069960003,S65686107,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
HYUNDAI DOOSAN INFRACORE LTD,KR7042670000,S62116793,0.0%,Industrials,"Korea (South), Republic of",BB
HYUNDAI ELECTRIC & ENERGY SYSTEMS,KR7267260008,BRT9DQKJ5,0.0%,Industrials,"Korea (South), Republic of",BB
HYUNDAI ELEVATOR LTD,KR7017800004,S64111891,0.0%,Industrials,"Korea (South), Republic of",BBB
HYUNDAI ENGINEERING & CONSTRUCTION,KR7000720003,S64509888,0.0%,Industrials,"Korea (South), Republic of",BBB
HYUNDAI GLOVIS LTD,KR7086280005,SB0V3XR53,0.0%,Industrials,"Korea (South), Republic of",BB
HYUNDAI HEAVY INDUSTRIES LTD,KR7329180004,SBMDHSH49,0.0%,Industrials,"Korea (South), Republic of",
HYUNDAI MARINE & FIRE INSURANCE LT,KR7001450006,SB01LXY69,0.0%,Financials,"Korea (South), Republic of",A
HYUNDAI MIPO DOCKYARD LTD,KR7010620003,S64510662,0.0%,Industrials,"Korea (South), Republic of",CCC
