Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
SMARTFIT ESCOLA DE GINASTICA E DAN,BRSMFTACNOR1,SBF4XNJ97,0.0%,Consumer Discretionary,Brazil,BB
SMU SA,CL0002132620,SBSPC6B94,0.0%,Consumer Staples,Chile,BBB
SOCIEDAD QUIMICA Y MINERA DE CHILE,CLP8716X1082,S27183011,0.0%,Materials,Chile,BBB
SOUTHERN COPPER CORP,US84265V1052,84265V105,0.0%,Materials,Peru,CCC
STANBIC IBTC HOLDINGS PLC,NGSTANBIC003,SB8TNMK91,0.0%,Financials,Nigeria,BB
SUL AMERICA UNITS SA,BRSULACDAM12,SB27WYK08,0.0%,Financials,Brazil,BBB
SUZANO SA,BRSUZBACNOR0,BRSG5YP32,0.0%,Materials,Brazil,B
TALAAT MOUSTAFA GROUP,EGS691S1C011,SB2989Q75,0.0%,Real Estate,Egypt,B
TELECOM EGYPT,EGS48031C016,SB0S60090,0.0%,Communication Services,Egypt,CCC
TELEFONICA BRASIL SA,BRVIVTACNOR0,SB6XFBX36,0.0%,Communication Services,Brazil,A
TERNIUM ADR EACH REPRESENTING TEN,US8808901081,880890108,0.0%,Materials,Mexico,
TERRAFINA DE CV REIT SA,MXCFTE0B0005,SB87Y2V57,0.0%,Real Estate,Mexico,B
THE PUBLIC WAREHOUSING (AGILITY),KW0EQ0601041,S68903020,0.0%,Industrials,Kuwait,B
TIM SA,BRTIMSACNOR5,Z94ZNC7L8,0.0%,Communication Services,Brazil,A
TOTVS SA,BRTOTSACNOR8,SB10LQP65,0.0%,Information Technology,Brazil,A
TRANSMISSORA ALIANCA ENERGIA ELETR,BRTAEECDAM10,SB1G8KX77,0.0%,Utilities,Brazil,A
ULTRAPAR PARTICIPOES SA,BRUGPAACNOR8,SB0FHTN15,0.0%,Energy,Brazil,A
UNIPAR CARBOCLORO SA PREF B,BRUNIPACNPB8,S29058799,0.0%,Materials,Brazil,B
UNITED DEVELOPMENT,QA000A0KD6M9,S66510934,0.0%,Real Estate,Qatar,B
VALE ADR REPRESENTING ONE SA,US91912E1055,91912E105,0.0%,Materials,Brazil,CCC
VALE SA,BRVALEACNOR0,S21962865,0.0%,Materials,Brazil,CCC
VAMOS LOCACAO DE CAMINHOES MAQUINA,BRVAMOACNOR7,SBJLSQZ21,0.0%,Industrials,Brazil,BB
VIA SA,BRVIIAACNOR7,SBKSF0G26,0.0%,Consumer Discretionary,Brazil,BBB
VIBRA ENERGIA SA,BRVBBRACNOR1,SBPBLV814,0.0%,Consumer Discretionary,Brazil,A
VINA CONCHA Y TORO INC,CLP9796J1008,S29322203,0.0%,Consumer Staples,Chile,BBB
VIVARA PARTICIPACOES SA,BRVIVAACNOR0,SBKTPCJ81,0.0%,Consumer Discretionary,Brazil,BBB
VIVO ENERGY PLC,GB00BDGT2M75,SBDGT2M73,0.0%,Consumer Discretionary,Kenya,AA
VODAFONE QATAR,QA000A0Q5NE9,SB3WYBN07,0.0%,Communication Services,Qatar,A
WAFA ASSURANCE SA,MA0000010928,S61234738,0.0%,Financials,Morocco,B
WAHA CAPITAL,AEA000701010,SB1X5Y517,0.0%,Financials,United Arab Emirates,
WALMART DE MEXICO V,MX01WA000038,SBW1YVH89,0.0%,Consumer Staples,Mexico,A
WARBABANK,KW0EQB010944,SBDD25316,0.0%,Financials,Kuwait,
WEG SA,BRWEGEACNOR0,S29454220,0.0%,Industrials,Brazil,BBB
WEST AFRICAN PORTLAND CEMENT PLC,NGWAPCO00002,S69330694,0.0%,Materials,Nigeria,
WHEATON PRECIOUS METALS CORP,CA9628791027,SBF13KN55,0.0%,Materials,Brazil,AA
WILSON SONS HOLDING BRASIL SA,BRPORTACNOR8,SBP4D2S11,0.0%,Industrials,Brazil,
YARA INTERNATIONAL,NO0010208051,S77512598,0.0%,Materials,Brazil,A
YDUQS PARTICIPACOES SA,BRYDUQACNOR3,SBJGV3C24,0.0%,Consumer Discretionary,Brazil,A
